"","person","genero","politico","agno_nacimiento"
"2753","Luis Mena Irarrázabal","masculino",0,1979
"2754","Raúl Muñoz","masculino",0,1975
"2755","Sebastián Rozental","masculino",0,1976
"2756","Rodrigo Núñez","masculino",0,1977
"2757","Nicolás Córdova","masculino",0,1979
"2758","Patricio Ormazábal","masculino",0,1979
"2759","Luis Fuentes","masculino",0,1971
"2760","Francisco Arrué","masculino",0,1977
"2761","Javier di Gregorio","masculino",0,1977
"2762","Rodrigo Meléndez","masculino",0,1977
"2763","Mauricio Rojas","masculino",1,1978
"2764","Adrián García","masculino",0,1978
"2765","Nicolás Peric","masculino",0,1978
"2766","Cristian Montecinos","masculino",0,1970
"2767","Pablo Galdames","masculino",0,1974
"2768","Ricardo Rojas Trujillo","masculino",0,1974
"2769","Rodrigo Valenzuela","masculino",0,1975
"2770","Patricio Galaz","masculino",0,1976
"2771","Álvaro Ormeño","masculino",0,1979
"2772","Jaime Riveros","masculino",0,1970
"2773","Miguel Ponce","masculino",0,1971
"2774","Esteban Valencia","masculino",0,1972
"2775","Rodrigo Ruiz","masculino",0,1972
"2776","Francisco López Contardo","masculino",0,1975
"2777","Marco Villaseca","masculino",0,1975
"2778","Arturo Sanhueza","masculino",0,1978
"2779","Jorge Acuña","masculino",0,1978
"2780","Roberto Tobar","masculino",0,1978
"2781","Juan Castillo Balcázar","masculino",0,1970
"2782","Mauricio Pozo","masculino",0,1970
"2783","Rodrigo Goldberg","masculino",0,1971
"2784","Roberto Cartes","masculino",0,1972
"2785","Gonzalo Garrido","masculino",0,1973
"2786","Sebastián Keitel","masculino",0,1973
"2787","Felipe Aguilar","masculino",0,1974
"2788","Claudio Núñez","masculino",0,1975
"2789","Alejandro Osorio","masculino",0,1976
"2790","Carlos Toro","masculino",0,1976
"2791","Dante Poli","masculino",0,1976
"2792","Fernando Vergara","masculino",0,1970
"2793","Marcelo Corrales","masculino",0,1971
"2794","César Díaz Escobar","masculino",0,1975
"2795","Marco Arriagada","masculino",0,1975
"2796","Raúl Palacios","masculino",0,1976
"2797","Edgardo Abdala","masculino",0,1978
"2798","Luis Liendo","masculino",0,1978
"2799","Alejandro Escalona","masculino",0,1979
"2800","Juan Robledo","masculino",0,1979
"2801","Rodolfo Moya","masculino",0,1979
"2802","Rodrigo Naranjo","masculino",0,1979
"2803","Arturo Norambuena","masculino",0,1971
"2804","Héctor Robles","masculino",0,1971
"2805","Leonel Herrera Silva","masculino",1,1971
"2806","Ítalo Díaz","masculino",0,1971
"2807","Paris Inostroza Budinich","masculino",0,1972
"2808","Hernán Caputto","masculino",0,1974
"2809","Luis Fernando Sepúlveda","masculino",0,1974
"2810","Moisés Ávila","masculino",0,1974
"2811","Andrei Sartassov","masculino",0,1975
"2812","Eros Pérez","masculino",0,1976
"2813","Mario Antonio Núñez","masculino",0,1976
"2814","Álex Varas","masculino",0,1976
"2815","Carlos Cáceres Pino","masculino",0,1977
"2816","Felipe Flores Quijada","masculino",0,1977
"2817","Jorge Ormeño","masculino",0,1977
"2818","Mauricio Segovia","masculino",0,1977
"2819","Joel Estay","masculino",0,1978
"2820","Álvaro Sarabia","masculino",0,1978
"2821","César Santis","masculino",0,1979
"2822","Mauricio Salazar","masculino",0,1979
"2823","Patricio Almonacid","masculino",0,1979
"2824","Agustín Salvatierra","masculino",0,1970
"2825","Juan Carlos Carbonell","masculino",0,1970
"2826","Waldemar Méndez","masculino",0,1971
"2827","Cristián Flores","masculino",0,1972
"2828","Joel Reyes","masculino",0,1972
"2829","Pascual de Gregorio","masculino",0,1972
"2830","José Medina","masculino",0,1973
"2831","Juan Quiroga","masculino",0,1973
"2832","Luis Guajardo","masculino",0,1973
"2833","Pedro Acevedo","masculino",0,1973
"2834","Matías Brain","masculino",0,1974
"2835","Daniel Pérez","masculino",0,1975
"2836","Fernando Martel","masculino",0,1975
"2837","Juan González Calderón","masculino",0,1975
"2838","Rodrigo Barra","masculino",0,1975
"2839","Ariel Salas","masculino",0,1976
"2840","Gustavo Dalsasso","masculino",0,1976
"2841","Marco Antonio Verni","masculino",0,1976
"2842","Mauricio Donoso","masculino",0,1976
"2843","Jaime González","masculino",0,1977
"2844","Jorge Osório","masculino",0,1977
"2845","Patricio Morales","masculino",0,1977
"2846","Rodrigo Ríos","masculino",0,1977
"2847","Alejandro Carrascoo","masculino",0,1978
"2848","Cristián Gómez","masculino",0,1978
"2849","Cristián Uribe","masculino",0,1978
"2850","Héctor Barra","masculino",0,1978
"2851","José Luis Jerez","masculino",0,1978
"2852","Julio Gutiérrez","masculino",0,1979
"2853","Luis Durán Riquelme","masculino",0,1979
"2854","Luis Ignacio Quinteros","masculino",0,1979
"2855","Néstor Contreras","masculino",0,1979
"2856","Renato Ramos","masculino",0,1979
"2857","Sergio Jadue","masculino",0,1979
"2858","Luis Chavarría","masculino",0,1970
"2859","Francis Ferrero","masculino",0,1972
"2860","Víctor Cancino","masculino",0,1972
"2861","Carlos Reyes","masculino",0,1973
"2862","Rodrigo Cuevas","masculino",0,1973
"2863","Gabriel Lama","masculino",0,1974
"2864","Juan Luis González","masculino",0,1974
"2865","Victor Mella","masculino",0,1974
"2866","Leonardo Zamora","masculino",0,1975
"2867","Ricardo Viveros","masculino",0,1975
"2868","Eduardo Arancibia","masculino",0,1976
"2869","Eduardo Pinto","masculino",0,1976
"2870","Fernando Solís Núñez","masculino",0,1976
"2871","Francisco Cañete","masculino",0,1976
"2872","Juan Pablo Toro","masculino",0,1976
"2873","Marcos Millape","masculino",0,1976
"2874","Rudecindo Ortega Masson","masculino",1,1889
"2875","Andrónico Lukšić Abaroa","masculino",0,1926
"2876","Jaime Ravinet","masculino",1,1946
"2877","José Antonio Gómez Urrutia","masculino",1,1953
"2878","Andrés Chadwick","masculino",1,1956
"2879","Ricardo Krebs","masculino",0,1918
"2880","Alejandro Navarro","masculino",1,1958
"2881","John Williams Wilson","masculino",0,1798
"2882","César Benavides","masculino",1,1912
"2883","Francisco Antonio Encina","masculino",1,1874
"2884","Gabriel Salazar","masculino",0,1936
"2885","Ignacio Casale","masculino",0,1987
"2886","Pedro Nolasco Vergara Albano","masculino",1,1800
"2887","Antonio Varas","masculino",1,1817
"2888","Guillermo Teillier","masculino",1,1943
"2889","Mariano Fernández Amunátegui","masculino",1,1945
"2890","Juan Gabriel Valdés","masculino",1,1947
"2891","José Goñi","masculino",1,1948
"2892","Lautaro Carmona","masculino",1,1952
"2893","Andrés Velasco Brañes","masculino",1,1960
"2894","Juan Subercaseaux Errázuriz","masculino",0,1896
"2895","Francisco Valdés Subercaseaux","masculino",0,1908
"2896","Enrique Alvear Urrutia","masculino",0,1916
"2897","Sergio Valech","masculino",0,1927
"2898","Cristián Enrique Contreras Molina","masculino",0,1946
"2899","Pedro Felipe Bacarreza Rodríguez","masculino",0,1948
"2900","Horacio Valenzuela","masculino",0,1954
"2901","Ignacio Ducasse","masculino",0,1956
"2902","Pedro Ossandón Buljevic","masculino",0,1957
"2903","Jorge Concha Cayuqueo","masculino",0,1958
"2904","Santiago Arcos","masculino",1,1822
"2905","Cosme San Martín","masculino",0,1850
"2906","Ramón Subercaseaux Vicuña","masculino",1,1854
"2907","Diego Dublé Urrutia","masculino",0,1877
"2908","Agustín Abarca","masculino",0,1882
"2909","Víctor Domingo Silva","masculino",1,1882
"2910","Antonio Acevedo Hernández","masculino",0,1886
"2911","Fernando Santiván","masculino",0,1886
"2912","Jorge Délano Frederick","masculino",0,1895
"2913","Juan Guzmán Cruchaga","masculino",0,1895
"2914","Domingo Santa Cruz Wilson","masculino",0,1899
"2915","Luis Aguirre Pinto","masculino",0,1907
"2916","Samuel Román","masculino",0,1907
"2917","Alfonso Letelier","masculino",0,1912
"2918","Braulio Arenas","masculino",0,1913
"2919","Fernando Alegría","masculino",0,1918
"2920","Tato Cifuentes","masculino",0,1925
"2921","Hugo Correa","masculino",0,1926
"2922","David Rosenmann-Taub","masculino",0,1927
"2923","Fernando García Arancibia","masculino",0,1930
"2924","Jorge Díaz","masculino",0,1930
"2925","Mario Toral","masculino",0,1934
"2926","Francisco de Borja García-Huidobro","masculino",0,1936
"2927","Héctor Noguera","masculino",0,1937
"2928","Juan Downey","masculino",0,1940
"2929","Eduardo Alquinta","masculino",0,1945
"2930","Óscar Castro Ramírez","masculino",0,1947
"2931","Elicura Chihuailaf","masculino",0,1952
"2932","Ignacio Agüero","masculino",0,1952
"2933","Miguel Piñera Echenique","masculino",0,1954
"2934","Eduardo Engel","masculino",0,1956
"2935","Ramón Díaz Eterovic","masculino",0,1956
"2936","Carlos Franz","masculino",0,1959
"2937","Sebastián Santa María","masculino",0,1959
"2938","Álvaro Rudolphy","masculino",0,1964
"2939","Luis Jara","masculino",0,1965
"2940","Smiljan Radic Clarke","masculino",0,1965
"2941","Manuel García","masculino",0,1970
"2942","Guillermo Calderón","masculino",0,1971
"2943","Alberto Montt","masculino",0,1972
"2944","Cristián Cuturrufo","masculino",0,1972
"2945","Néstor Cantillana","masculino",0,1973
"2946","Martín Cárcamo","masculino",0,1975
"2947","Luciano","masculino",0,1978
"2948","Matías Novoa","masculino",0,1980
"2949","Patricio Escala","masculino",0,1982
"2950","Felipe Gálvez Haberle","masculino",0,1983
"2951","Augusto Schuster","masculino",0,1985
"2952","Pablo Holman","masculino",0,1988
"2953","Federico Philippi","masculino",0,1838
"2954","Nicolás Palacios","masculino",1,1854
"2955","Carlos Keller","masculino",1,1898
"2956","Carlos Muñoz Pizarro","masculino",0,1913
"2957","Jacques Chonchol","masculino",0,1926
"2958","Nicolás Díaz","masculino",1,1929
"2959","Tomás Moulian","masculino",0,1939
"2960","Roberto Delmastro","masculino",1,1945
"2961","Tom Dillehay","masculino",0,1947
"2962","Miguel Kast","masculino",0,1948
"2963","Antonio Horvath","masculino",1,1950
"2964","Antonio Leal Labrín","masculino",1,1950
"2965","Nicolás Eyzaguirre","masculino",1,1953
"2966","Mario Hamuy","masculino",0,1960
"2967","Ricardo Rozzi","masculino",0,1960
"2968","Harald Beyer","masculino",1,1964
"2969","Franco Parisi","masculino",1,1967
"2970","Luis Larraín","masculino",0,1980
"2971","Diego José Benavente Bustamante","masculino",1,1790
"2972","Recaredo Santos Tornero","masculino",0,1842
"2973","Álvaro Escobar","masculino",1,1966
"2974","Rafael Araneda","masculino",0,1969
"2975","Patricio Jeria","masculino",0,1976
"2976","Pedro Rivera Porra","masculino",0,1976
"2977","Roberto Echeverría","masculino",0,1976
"2978","Roberto González","masculino",0,1976
"2979","Rodrigo Viligrón","masculino",0,1976
"2980","Adrián Rojas","masculino",0,1977
"2981","Carlos Tapia Pavez","masculino",0,1977
"2982","Luis Eduardo Hicks","masculino",0,1977
"2983","Cristóbal González","masculino",0,1978
"2984","Fabián Muñoz","masculino",0,1978
"2985","Francisco Huaiquipán","masculino",0,1978
"2986","Luis Godoy","masculino",0,1978
"2987","Miguel Ángel Cárdenas","masculino",0,1978
"2988","Patricio Acevedo","masculino",0,1978
"2989","Richard Olivares","masculino",0,1978
"2990","Roberto Cáceres","masculino",0,1978
"2991","Bruno Pesce","masculino",0,1979
"2992","Christian Gálvez Núñez","masculino",0,1979
"2993","Gamadiel García","masculino",0,1979
"2994","Juan Luis Mora Parada","masculino",0,1979
"2995","Luis Alejandro Peña","masculino",0,1979
"2996","Patricio Lira Navarrete","masculino",0,1979
"2997","José Luis Sánchez","masculino",0,1970
"2998","Felipe Rivera","masculino",0,1971
"2999","Miguel Ángel Castillo","masculino",0,1972
"3000","César Bravo","masculino",0,1973
"3001","Marcelo Arriagada","masculino",0,1973
"3002","Gabriel Silberstein","masculino",0,1974
"3003","Jaime Lopresti","masculino",0,1974
"3004","Christián Yantani","masculino",0,1975
"3005","Marcelo Peña","masculino",0,1975
"3006","Rodrigo Rain","masculino",0,1975
"3007","Carlos Garrido","masculino",0,1977
"3008","Frank Carilao","masculino",0,1977
"3009","Guillermo José Burgos Viguera","masculino",0,1977
"3010","Hermes Gamonal","masculino",0,1977
"3011","Juan José Ossandón","masculino",0,1977
"3012","Francisco Michea","masculino",0,1978
"3013","Héctor Suazo","masculino",0,1978
"3014","Luis Eugenio Díaz Fuenzalida","masculino",0,1978
"3015","Pablo Bolados","masculino",0,1978
"3016","Cristián Reynero","masculino",0,1979
"3017","Héctor Pericás","masculino",0,1979
"3018","Marco Olea","masculino",0,1979
"3019","Rafael Celedón","masculino",0,1979
"3020","Mauro Donoso","masculino",0,1971
"3021","Manuel Suárez Jiménez","masculino",0,1972
"3022","Carlos Ortega","masculino",0,1973
"3023","Claudio Lizama","masculino",0,1973
"3024","Matías del Solar","masculino",0,1975
"3025","Cristián Escalante","masculino",0,1976
"3026","Cristián Leiva","masculino",0,1976
"3027","Ricardo Queraltó","masculino",0,1976
"3028","Alejandro González Pareja","masculino",0,1977
"3029","Axel Ahumada","masculino",0,1977
"3030","Jaime García Arévalo","masculino",0,1977
"3031","Paolo Vivar","masculino",0,1977
"3032","Sergio Valdés (rugbier)","masculino",0,1978
"3033","Mauricio Cataldo","masculino",0,1979
"3034","Adolfo Ovalle Wood","masculino",0,1970
"3035","Juan Carlos Muñoz","masculino",0,1970
"3036","Marcelo Caro","masculino",0,1971
"3037","Mauricio Illesca","masculino",0,1971
"3038","Andrés Acuña","masculino",0,1972
"3039","Hugo Bravo","masculino",0,1972
"3040","Héctor Santibañez","masculino",0,1972
"3041","José Yates","masculino",0,1972
"3042","Freddy Ferragut","masculino",0,1974
"3043","Carlos Verdugo","masculino",0,1975
"3044","Jaime Prohens","masculino",0,1975
"3045","Juan Carlos Madrid","masculino",0,1975
"3046","Luis Rojas Keim","masculino",0,1975
"3047","Luis Ignacio Rosselot","masculino",0,1976
"3048","Mauricio Dinamarca","masculino",0,1976
"3049","Darwin Pérez","masculino",0,1977
"3050","Juan Francisco Galli Basili","masculino",1,1977
"3051","Rodrigo Moreno Piazolli","masculino",0,1977
"3052","Víctor González Cortés","masculino",0,1977
"3053","Iván Sepúlveda","masculino",0,1978
"3054","Marco Bautista","masculino",0,1978
"3055","Ramón Rojas","masculino",0,1978
"3056","Cristián Mackenna","masculino",0,1979
"3057","Héctor Águila","masculino",0,1979
"3058","Mike Terence Elliot Stambuk","masculino",0,1979
"3059","Patricio Neira","masculino",0,1979
"3060","César Muena","masculino",0,1970
"3061","Erwin Durán Santander","masculino",0,1970
"3062","Juan Manuel Silva","masculino",0,1970
"3063","Luis Medina Arévalo","masculino",0,1970
"3064","Malcom Moyano","masculino",0,1970
"3065","Manuel Vicuña","masculino",0,1970
"3066","Nelson Lizana","masculino",0,1970
"3067","Nelson Sandoval","masculino",0,1970
"3068","Peter Valdés","masculino",0,1970
"3069","Claudio Puga","masculino",0,1971
"3070","Danilo Ormeño","masculino",0,1971
"3071","Pablo Peñailillo","masculino",0,1971
"3072","Ramón Ibarra (automovilista)","masculino",0,1971
"3073","Marcelo Jara","masculino",0,1972
"3074","Patricio Briones","masculino",0,1972
"3075","Hugo Balladares","masculino",0,1973
"3076","Rodrigo Pinto Jerez","masculino",0,1973
"3077","Jorge Egger","masculino",0,1974
"3078","Luis Landeros","masculino",0,1974
"3079","Alex Whiteley","masculino",0,1975
"3080","Cristián Tapia","masculino",0,1975
"3081","César Yáñez","masculino",0,1975
"3082","Jaime Caro","masculino",0,1975
"3083","Alejandro Tello","masculino",0,1976
"3084","Carmelo Vega","masculino",0,1976
"3085","Esteban Mancilla","masculino",0,1976
"3086","Luis Vásquez","masculino",0,1976
"3087","Marco Muñoz","masculino",0,1976
"3088","Mauricio Tampe","masculino",0,1976
"3089","Carlos Torres","masculino",0,1977
"3090","Fredy Segura","masculino",0,1977
"3091","Jorge Baeza","masculino",0,1977
"3092","José Contreras Cortés","masculino",0,1977
"3093","Nelson Garrido","masculino",0,1977
"3094","Sebastián Palma","masculino",0,1977
"3095","Jaime Rubilar","masculino",0,1978
"3096","Oscar Fabián Ibarra","masculino",0,1978
"3097","Sergio Salas","masculino",0,1978
"3098","Yerko Darlic","masculino",0,1978
"3099","Alexis Nahuelquén","masculino",0,1979
"3100","Hans Gómez","masculino",0,1979
"3101","Horacio Del Valle","masculino",0,1979
"3102","Patricio Martínez Chavez","masculino",0,1979
"3103","Kristel Köbrich","femenino",0,1985
"3104","Karen Gallardo","femenino",0,1984
"3105","María José Rojas","femenino",0,1987
"3106","Natalia Duco","femenino",0,1989
"3107","Daniela Pardo","femenino",0,1988
"3108","Natalia Romero Jaramillo","femenino",0,1980
"3109","Paola Muñoz","femenino",0,1986
"3110","Bárbara Riveros","femenino",0,1987
"3111","Carla Guerrero","femenino",0,1987
"3112","Macarena Reyes","femenino",0,1984
"3113","María Mardones","femenino",0,1989
"3114","Ziomara Morrison","femenino",0,1989
"3115","María Belén Carvajal","femenino",0,1983
"3116","Faby Apache","femenino",0,1980
"3117","Andrea Koch","femenino",0,1985
"3118","Claudia Schüler","femenino",0,1987
"3119","María Fernanda Mackenna","femenino",0,1986
"3120","Nathalie Quezada","femenino",0,1989
"3121","Simona Castro","femenino",0,1989
"3122","Carolina Rodríguez","femenino",0,1983
"3123","Nicole Perrot","femenino",0,1983
"3124","Karen Roco","femenino",0,1986
"3125","Elizabeth Poblete","femenino",0,1987
"3126","Catherine Peñán","femenino",0,1989
"3127","Natalie Lubascher","femenino",0,1989
"3128","Javiera Villagra Lira","femenino",0,1983
"3129","Gianna Cunazza","femenino",0,1984
"3130","Carolina Armijo","femenino",0,1987
"3131","Fernanda Urrea","femenino",0,1988
"3132","Paula Silva","femenino",0,1988
"3133","Valentina Lefort","femenino",0,1988
"3134","Cyntia Aguilar","femenino",0,1989
"3135","Rocío Yáñez","femenino",0,1984
"3136","Bernardita Pizarro","femenino",0,1985
"3137","Valentina Carvallo","femenino",0,1985
"3138","Makarena Pinto","femenino",0,1988
"3139","Rebecca Silva","femenino",0,1988
"3140","Karla Ureta","femenino",0,1989
"3141","María Moya","femenino",0,1989
"3142","Trinidad Segura","femenino",0,1989
"3143","Arturo Vidal","masculino",0,1987
"3144","Alexis Sánchez","masculino",0,1988
"3145","Claudio Bravo","masculino",0,1983
