"","person","genero","politico","agno_nacimiento"
"7974","Brayams Viveros","masculino",0,1992
"7975","Camilo Farías","masculino",0,1992
"7976","Carlos Julio","masculino",0,1992
"7977","Daniel Vicencio","masculino",0,1992
"7978","David Villarroel García","masculino",0,1992
"7979","Diego Bórquez","masculino",0,1992
"7980","Diego Sotelo","masculino",0,1992
"7981","Eduardo Miranda","masculino",0,1992
"7982","Eduardo Vidal","masculino",0,1992
"7983","Felipe Larrondo","masculino",0,1992
"7984","Gonzalo Villegas","masculino",0,1992
"7985","Javier Bustos","masculino",0,1992
"7986","Jorge Valenzuela Cordero","masculino",0,1992
"7987","José Guerrero Del Solar","masculino",0,1992
"7988","Juan Castillo Lizana","masculino",0,1992
"7989","Leonardo Espinoza Solís","masculino",0,1992
"7990","Luis Felipe Pacheco Báez","masculino",0,1992
"7991","Marcelo Morales","masculino",0,1992
"7992","Maximiliano Núñez González","masculino",0,1992
"7993","Sebastián Rojas","masculino",0,1992
"7994","Siegfried Jordan","masculino",0,1992
"7995","Tomás Lizana","masculino",0,1992
"7996","Álex González Arancibia","masculino",0,1992
"7997","Andrés Gutierrez","masculino",0,1993
"7998","Andrés Sepúlveda","masculino",0,1993
"7999","Brandon Muñoz","masculino",0,1993
"8000","Diego González Morales","masculino",0,1993
"8001","Diego Pezoa","masculino",0,1993
"8002","Felipe Lecaros Ramirez","masculino",0,1993
"8003","Felipe Palacios","masculino",0,1993
"8004","Gabriel Meléndez","masculino",0,1993
"8005","Guillermo Cortes","masculino",0,1993
"8006","Ignacio Hermosilla","masculino",0,1993
"8007","Joaquín Cerezo","masculino",0,1993
"8008","Mario Parra","masculino",0,1993
"8009","Nicolás Astete","masculino",0,1993
"8010","Pablo Duque","masculino",0,1993
"8011","Samuel Mendoza","masculino",0,1993
"8012","Sebastián Aldunate","masculino",0,1993
"8013","Christopher Singer","masculino",0,1994
"8014","Cristián Guerra","masculino",0,1994
"8015","Fernando Alex Vásquez","masculino",0,1994
"8016","Franco Collado","masculino",0,1994
"8017","Gonzalo Candia","masculino",0,1994
"8018","Gonzalo Rojo","masculino",0,1994
"8019","Jorge Guajardo","masculino",0,1994
"8020","Jorge Pacheco Rojas","masculino",0,1994
"8021","Juan Carlos Araya","masculino",0,1994
"8022","Milton Poblete Aravena","masculino",0,1994
"8023","Sebastián Reyes","masculino",0,1994
"8024","Bayron Oyarzo","masculino",0,1995
"8025","Bryan Chepulich","masculino",0,1995
"8026","Carlos Sepúlveda","masculino",0,1995
"8027","Ernesto Rojas Gana","masculino",0,1995
"8028","Fabián Pavez","masculino",0,1995
"8029","Felipe Silva Fredes","masculino",0,1995
"8030","Gonzalo Rivas","masculino",0,1995
"8031","Italo Pizarro","masculino",0,1995
"8032","Iván Sandoval","masculino",0,1995
"8033","Kevin Flores","masculino",0,1995
"8034","Kevin Medina Y","masculino",0,1995
"8035","Leandro Cañete","masculino",0,1995
"8036","Michel Ramírez","masculino",0,1995
"8037","Piero Arredondo","masculino",0,1995
"8038","Rafael Olave","masculino",0,1995
"8039","René Covarrubias","masculino",0,1995
"8040","Rodrigo Yáñez","masculino",0,1995
"8041","Vildan Alfaro","masculino",0,1995
"8042","Alan Chaparro","masculino",0,1996
"8043","Bastián Malla","masculino",0,1996
"8044","Franco Ortega","masculino",0,1996
"8045","Jordano Cisterna","masculino",0,1996
"8046","Jorge Faúndez","masculino",0,1996
"8047","Juan Méndez","masculino",0,1996
"8048","Juan Zuñiga","masculino",0,1996
"8049","Julio Castro","masculino",0,1996
"8050","Kevin Seguel","masculino",0,1996
"8051","Luis García Varas","masculino",0,1996
"8052","Mathías López","masculino",0,1996
"8053","Matías Fernández Correa","masculino",0,1996
"8054","Ramón Sáez Navarro","masculino",0,1996
"8055","Sebastían Romero Fernández","masculino",0,1996
"8056","Yerko Muñoz","masculino",0,1996
"8057","Brayan Manosalva","masculino",0,1997
"8058","Cristóbal Parry","masculino",0,1997
"8059","David Pérez Molina","masculino",0,1997
"8060","Javier Retamales","masculino",0,1997
"8061","Jonathan Bonilla","masculino",0,1997
"8062","Matías Amestica","masculino",0,1997
"8063","Matías Bizama","masculino",0,1997
"8064","Matías Pino","masculino",0,1997
"8065","Reinaldo Ahumada","masculino",0,1997
"8066","Ronald Escobar","masculino",0,1997
"8067","Thomas Jones","masculino",0,1997
"8068","Víctor Gálvez","masculino",0,1997
"8069","Xabier Santos","masculino",0,1997
"8070","Christopher Kalleg","masculino",0,1998
"8071","Cristhofer Mesías","masculino",0,1998
"8072","Felipe Haase","masculino",0,1998
"8073","Javier Cerruti","masculino",0,1998
"8074","Joseph Gondré","masculino",0,1998
"8075","José Lártiga","masculino",0,1998
"8076","Luciano Díaz","masculino",0,1998
"8077","Matías Contreras","masculino",0,1998
"8078","Matías Ormazábal","masculino",0,1998
"8079","Nicolas Carvajal","masculino",0,1998
"8080","Nicolás Rivera","masculino",0,1998
"8081","Ángelo Quiñones","masculino",0,1998
"8082","Alexander Concha","masculino",0,1999
"8083","Ariel Cáceres","masculino",0,1999
"8084","Benjamín Jerez","masculino",0,1999
"8085","Christian Fuentes","masculino",0,1999
"8086","Felipe Alvarado","masculino",0,1999
"8087","Lean Fernandez","masculino",0,1999
"8088","Víctor Espinoza Apablaza","masculino",0,1999
"8089","Javiera Grez","femenino",0,2000
"8090","Catalina Soto","femenino",0,2001
"8091","Valentina Díaz","femenino",0,2001
"8092","Claudia Vera","femenino",0,2000
"8093","Yastin Jiménez","femenino",0,2000
"8094","Elisa Durán","femenino",0,2002
"8095","Berdine Castillo","femenino",0,2000
"8096","Camila Pávez","femenino",0,2000
"8097","Claudia Gallardo","femenino",0,2000
"8098","Valentina Toro","femenino",0,2000
"8099","Javiera Belen Gomez Barrera","femenino",0,2002
"8100","Mariana Zúñiga","femenino",0,2002
"8101","Michelle Olivares","femenino",0,2002
"8102","Isidora Niemeyer","femenino",0,2001
"8103","Diego Valencia","masculino",0,2000
"8104","Carlos Palacios","masculino",0,2000
"8105","Marcelino Núñez","masculino",0,2000
"8106","Darío Osorio","masculino",0,2004
"8107","Clemente Montes","masculino",0,2001
"8108","Lucas Assadi","masculino",0,2004
"8109","Williams Alarcón","masculino",0,2000
"8110","Nayel Mehssatou","masculino",0,2002
"8111","Alexander Aravena","masculino",0,2002
"8112","Daniel González Orellana","masculino",0,2002
"8113","Branco Provoste","masculino",0,2000
"8114","Gonzalo Tapia","masculino",0,2002
"8115","Nico Pino","masculino",0,2004
"8116","Tomás Aviles","masculino",0,2004
"8117","Martín Vidaurre","masculino",0,2000
"8118","Bastián Yañez","masculino",0,2001
"8119","Luis Rojas Zamora","masculino",0,2002
"8120","Antonio Díaz Campos","masculino",0,2000
"8121","César Huanca","masculino",0,2001
"8122","Jeyson Rojas","masculino",0,2002
"8123","Joaquín Gutiérrez","masculino",0,2002
"8124","Claudio Romero","masculino",0,2000
"8125","Felipe Loyola","masculino",0,2000
"8126","José Aguilera Tapia","masculino",0,2000
"8127","Benjamín Galdames","masculino",0,2001
"8128","Bruno Barticciotto","masculino",0,2001
"8129","César Pérez Maldonado","masculino",0,2002
"8130","Gabriel Norambuena","masculino",0,2003
"8131","Jordhy Thompson","masculino",0,2004
"8132","Enzo Ferrario","masculino",0,2000
"8133","Lucas Alarcón","masculino",0,2000
"8134","Mauricio Morales Olivares","masculino",0,2000
"8135","Alonso Medel","masculino",0,2001
"8136","Lucas Nervi","masculino",0,2001
"8137","Cristóbal Finch","masculino",0,2002
"8138","Alfred Canales","masculino",0,2000
"8139","Carlos Salomón","masculino",0,2000
"8140","Cristofer Salas","masculino",0,2000
"8141","Junior Bórquez","masculino",0,2000
"8142","Martín Parra","masculino",0,2000
"8143","Nacho Arroyo","masculino",0,2000
"8144","Yerco Oyanedel","masculino",0,2000
"8145","Bryan Soto","masculino",0,2001
"8146","Gary Moya","masculino",0,2001
"8147","Guillermo Larios","masculino",0,2002
"8148","Kennan Sepúlveda","masculino",0,2002
"8149","Simón Contreras","masculino",0,2002
"8150","Ernesto Aguirre","masculino",0,2000
"8151","Ian Mac Niven","masculino",0,2000
"8152","Sergio Yori","masculino",0,2000
"8153","Willian Gama","masculino",0,2000
"8154","Óliver Rojas","masculino",0,2000
"8155","Cristopher Medina","masculino",0,2001
"8156","Joaquín González","masculino",0,2001
"8157","Esteban Moreira","masculino",0,2002
"8158","Alessandro Riep","masculino",0,2003
"8159","Nicolás Barrios","masculino",0,2003
"8160","Alessandro Rizzoli","masculino",0,2000
"8161","Benjamin Mirelis","masculino",0,2000
"8162","Benjamín Illesca","masculino",0,2000
"8163","Bernardo García Wilson","masculino",0,2000
"8164","Cristóbal Cortina","masculino",0,2000
"8165","Daniel Monardes","masculino",0,2000
"8166","Gastón Zúñiga","masculino",0,2000
"8167","Jean Bustamante","masculino",0,2000
"8168","José Tomás Meza","masculino",0,2000
"8169","Leonardo Vinés","masculino",0,2000
"8170","Luis Felipe Robles","masculino",0,2000
"8171","Marcelo Suárez","masculino",0,2000
"8172","Martín Gutiérrez Catalán","masculino",0,2000
"8173","Martín Lara","masculino",0,2000
"8174","Víctor Vergara","masculino",0,2000
"8175","Alexis Valencia","masculino",0,2001
"8176","Axel Herrera","masculino",0,2001
"8177","Bayron Martínez","masculino",0,2001
"8178","Diego Acevedo","masculino",0,2001
"8179","Diego Plaza","masculino",0,2001
"8180","Ed Verhoeven","masculino",0,2001
"8181","Enrique Villalón","masculino",0,2001
"8182","Francisco Robles","masculino",0,2001
"8183","Francisco Valdés Díaz","masculino",0,2001
"8184","Ignacio Berríos","masculino",0,2001
"8185","Kevin Fernández","masculino",0,2001
"8186","Matías Plaza","masculino",0,2001
"8187","Nicolás Aedo","masculino",0,2001
"8188","Vicente Bernedo García-Huidobro","masculino",0,2001
"8189","Yerko González","masculino",0,2001
"8190","Abel Moreno Vargas","masculino",0,2002
"8191","Francisco Javier de Errázuriz Madariaga","masculino",0,1744
"8192","Santiago de Errázuriz Madariaga","masculino",0,1755
"8193","Juan Francisco León de la Barra","masculino",1,1780
"8194","Pedro María de la Arriagada Argomedo","masculino",1,1791
"8195","Ramón Vásquez de Novoa","masculino",0,1791
"8196","Manuel Antonio González Valenzuela","masculino",1,1796
"8197","Francisco Javier Lira","masculino",1,1797
"8198","Gabriel Ocampo","masculino",1,1798
"8199","Santiago Pérez Larraín","masculino",1,1798
"8200","Bernardo del Solar Marín","masculino",1,1800
"8201","José María del Solar Victoriano","masculino",0,1803
"8202","Manuel Cerda Concha","masculino",1,1806
"8203","José Ramón Lira","masculino",1,1807
"8204","Máximo Mujica","masculino",1,1812
"8205","José Joaquín Valdés Valdés","masculino",1,1815
"8206","José Bernales Urmeneta","masculino",1,1817
"8207","Cristóbal Valdés Ugalde","masculino",1,1821
"8208","Francisco Ugarte Zenteno","masculino",1,1824
"8209","Santos Cavada Carvajal","masculino",0,1826
"8210","José Antonio Lecaros Valdés","masculino",0,1830
"8211","Pedro Nolasco Videla Hidalgo","masculino",1,1830
"8212","Rodolfo Hurtado Ugarte","masculino",1,1833
"8213","José Manuel Infante","masculino",1,1835
"8214","Luis Pereira Cotapos","masculino",1,1835
"8215","Carlos Castellón Larenas","masculino",0,1836
"8216","Ramón Escobar Escobar","masculino",1,1836
"8217","Emilio Crisólogo Varas","masculino",0,1840
"8218","José Abelardo Núñez","masculino",0,1840
"8219","Juan de la Cruz Salvo","masculino",0,1842
"8220","Máximo Villaflor","masculino",0,1843
"8221","Osvaldo Rengifo","masculino",1,1843
"8222","Ramón Huidobro Luco","masculino",1,1843
"8223","Pedro Bannen Pradel","masculino",1,1845
"8224","Juan Mackenna Astorga","masculino",1,1846
"8225","Ismael Pérez Montt","masculino",1,1847
"8226","David de Tezanos Pinto","masculino",0,1849
"8227","Leopoldo Urrutia Anguita","masculino",0,1849
"8228","Juan Enrique Lagarrigue","masculino",0,1852
"8229","Felipe Herrera Aguirre","masculino",0,1855
"8230","Fanor Paredes Aqueveque","masculino",1,1856
"8231","José Miguel Varela Valencia","masculino",0,1856
"8232","Edmundo Larenas Guzmán","masculino",0,1857
"8233","Alcibíades Roldán Álvarez","masculino",1,1859
"8234","Juan Espejo Varas","masculino",1,1860
"8235","Manuel María Aldunate Solar","masculino",0,1860
"8236","Francisco Herboso España","masculino",1,1861
"8237","Luis Barros Méndez","masculino",0,1861
"8238","Pedro Correa Ovalle","masculino",1,1864
"8239","Agustín Correa Bravo","masculino",1,1865
"8240","Carlos Wittner Eber","masculino",1,1866
"8241","Lorenzo Montt","masculino",1,1866
"8242","Enrique Matta Vial","masculino",0,1868
"8243","Luis Castillo Urízar","masculino",1,1869
"8244","Pedro García de la Huerta Izquierdo","masculino",1,1869
"8245","Fernando Freire García de la Huerta","masculino",1,1872
"8246","Antonio Viera Gallo","masculino",0,1873
"8247","Carlos Casanueva","masculino",0,1874
"8248","Luis Cousiño Talavera","masculino",0,1874
"8249","Alberto Coddou Ortíz","masculino",0,1875
"8250","Eugenio Guzmán Montt","masculino",0,1875
"8251","Juan Enrique Concha Subercaseaux","masculino",1,1876
"8252","Luis Salas Romo","masculino",1,1878
"8253","Francisco Garcés Gana","masculino",0,1879
"8254","Jorge Guzmán Montt","masculino",1,1879
"8255","Roberto Sánchez García de la Huerta","masculino",1,1879
"8256","Víctor Vicente Robles","masculino",1,1879
"8257","Washington Bannen Mujica","masculino",1,1881
"8258","Antonio Pinto Durán","masculino",1,1882
"8259","Francisco Melivilú Henríquez","masculino",1,1882
"8260","Hernán Correa Roberts","masculino",1,1882
"8261","Ladislao Errázuriz Lazcano","masculino",1,1882
"8262","Gustavo Silva Campo","masculino",1,1885
"8263","Ramón Meza Barahona","masculino",0,1885
"8264","Carlos Castro Ruiz","masculino",0,1886
"8265","Francisco Bulnes Correa","masculino",1,1886
"8266","Guillermo de la Cuadra Gormaz","masculino",0,1886
"8267","Joaquín Yrarrázabal Larraín","masculino",1,1886
"8268","Jorge Urzúa Urzúa","masculino",1,1886
"8269","Luis Schmidt Quezada","masculino",0,1887
"8270","Miguel Aylwin Gajardo","masculino",0,1889
"8271","Rafael Fontecilla","masculino",0,1889
"8272","Alfredo Guillermo Bravo","masculino",1,1890
"8273","Aniceto Almeyda Arroyo","masculino",0,1890
"8274","Belisario Troncoso Ibarrondo","masculino",1,1890
"8275","Héctor Boccardo","masculino",0,1891
"8276","Joaquín Fernández Fernández","masculino",0,1891
"8277","Alberto Matus Chiessa","masculino",1,1892
"8278","Enrique Bahamonde","masculino",0,1892
"8279","Joaquín Prieto Concha","masculino",0,1892
"8280","Oscar Fenner Marín","masculino",1,1892
"8281","Pedro León Ugalde","masculino",1,1892
"8282","Gustavo Rivera Baeza","masculino",1,1894
"8283","José Osorio Navarrete","masculino",1,1894
"8284","Luis Quinteros Tricot","masculino",1,1894
"8285","Manuel Chaparro Ruminot","masculino",0,1894
"8286","Pablo Larraín Tejada","masculino",1,1894
"8287","Alejandro Tinsly","masculino",1,1895
"8288","Humberto Álvarez Suárez","masculino",1,1895
"8289","Federico Peña","masculino",0,1896
"8290","Jaime Larraín García-Moreno","masculino",1,1896
"8291","Julio Lagos Lagos","masculino",0,1896
"8292","Luis Alberto Cuevas Contreras","masculino",1,1896
"8293","Tomás Mora Pineda","masculino",0,1896
"8294","Francisco Labbé Labbé","masculino",1,1897
"8295","Hernán Figueroa Anguita","masculino",0,1897
"8296","Humberto Yáñez Velasco","masculino",1,1897
"8297","Ignacio Lorca Garnham","masculino",0,1897
"8298","Osvaldo Illanes","masculino",0,1898
"8299","Desiderio Bravo Ortiz","masculino",1,1899
"8300","Óscar Acevedo Vega","masculino",0,1899
"8301","Carlos Vial Espantoso","masculino",1,1900
"8302","Enrique Cañas Flores","masculino",1,1900
"8303","Enrique Matta Figueroa","masculino",1,1900
"8304","Enrique Urrutia Manzano","masculino",0,1900
"8305","Ignacio Alfonso Cavada","masculino",0,1900
"8306","Pedro Bórquez Oberreuter","masculino",1,1900
"8307","Carlos Moyano Fuschlocher","masculino",1,1901
"8308","Jorge Labarca Moreno","masculino",1,1901
"8309","Lucio Aníbal Concha Molina","masculino",1,1901
"8310","Ramiro Méndez Brañas","masculino",0,1902
"8311","Raúl Varela Varela","masculino",0,1902
"8312","Ruperto Puga","masculino",1,1902
"8313","Victorio Pescio Vargas","masculino",0,1902
"8314","Julio Escudero Guzmán","masculino",0,1903
"8315","Luis Cousiño Mac Iver","masculino",0,1903
"8316","Enrique Correa Labra","masculino",0,1904
"8317","Jorge Guarello Fitz-Henry","masculino",0,1904
"8318","Luis Enrique Tejeda Oliva","masculino",1,1904
"8319","Francisco Palma Sanguinetti","masculino",1,1905
"8320","Humberto Parada","masculino",1,1905
"8321","Israel Bórquez Montero","masculino",0,1905
"8322","José Gonzalo Jarpa Bisquert","masculino",1,1905
"8323","Benjamín Cid","masculino",0,1906
"8324","Fernando Guarello Fitz-Henry","masculino",1,1906
"8325","Julio Heise González","masculino",0,1906
"8326","Pedro Poklepovic Novillo","masculino",1,1906
"8327","Rafael Retamal López","masculino",0,1906
"8328","Raúl Irarrázaval Lecaros","masculino",1,1906
"8329","Eduardo Mella","masculino",1,1907
"8330","Humberto Enríquez Frödden","masculino",1,1907
"8331","Luis Maldonado Boggiano","masculino",0,1907
"8332","Raúl Marín Balmaceda","masculino",1,1907
"8333","Juan Ramos Álvarez","masculino",0,1908
"8334","Luis Felipe Laso Pérez Cotapos","masculino",1,1908
"8335","Miguel Schweitzer","masculino",0,1908
"8336","Arnaldo Rodríguez Lazo","masculino",1,1909
"8337","Julio Chaná","masculino",0,1909
"8338","Ladislao Errázuriz Pereira","masculino",1,1909
"8339","Luis Undurraga Correa","masculino",0,1909
"8340","Federico Klein Riedel","masculino",0,1910
"8341","Carlos Letelier","masculino",0,1911
"8342","Eduardo León","masculino",0,1911
"8343","José María Eyzaguirre Echeverría","masculino",0,1911
"8344","Lorenzo de la Maza","masculino",0,1911
"8345","Manuel Bulnes Sanfuentes","masculino",1,1911
"8346","Mario Casarino Viterbo","masculino",0,1911
"8347","Ricardo Martin Díaz","masculino",0,1911
"8348","Tomás Chadwick Valdés","masculino",1,1911
"8349","Carlos Muñoz Horz","masculino",0,1912
"8350","Ramón Meza Barros","masculino",0,1912
"8351","Avelino León Hurtado","masculino",0,1913
"8352","Gerardo Ahumada Pacheco","masculino",1,1913
"8353","Herman Chadwick Valdés","masculino",0,1913
"8354","Carlos Briones","masculino",1,1914
"8355","Renato Valenzuela Labbé","masculino",1,1914
"8356","René Benedicto León Echaiz","masculino",1,1914
"8357","Armando Mallet Simonetti","masculino",1,1915
"8358","Helmut Brunner","masculino",0,1915
"8359","Julio Aníbal Sepúlveda Rondanelli","masculino",1,1915
"8360","Alberto Naudon Abarca","masculino",1,1916
"8361","Eduardo Novoa Monreal","masculino",0,1916
"8362","Eduardo Urzúa","masculino",1,1916
"8363","Hugo Rosende Subiabre","masculino",1,1916
"8364","Héctor Behm Rosas","masculino",1,1916
"8365","Luis Mackenna Shiell","masculino",0,1916
"8366","Renato Laemmermann","masculino",1,1916
"8367","Hugo Tapia Arqueros","masculino",0,1917
"8368","Mario Francisco Dueñas Avaria","masculino",1,1917
"8369","René García Villegas","masculino",0,1917
"8370","Mario Montero Schmidt","masculino",1,1918
"8371","Mario Sharpe","masculino",1,1918
"8372","Manuel Valdés Solar","masculino",1,1919
"8373","Fernando Fueyo","masculino",0,1920
"8374","Fernando Sergio Montaldo Bustos","masculino",1,1920
"8375","Hugo Gálvez","masculino",0,1920
"8376","Patricio Barros","masculino",0,1920
"8377","Óscar Ruiz-Tagle Humeres","masculino",0,1920
"8378","Enrique Marshall Silva","masculino",0,1921
"8379","Jaime Concha","masculino",1,1922
"8380","John Horsley Brito","masculino",0,1923
"8381","Juan Concha Urbina","masculino",1,1923
"8382","Emilio Lorenzini","masculino",1,1924
"8383","Fernando Rojas Wolff","masculino",0,1924
"8384","Gustavo Lagos","masculino",1,1924
"8385","Jaime Silva Silva","masculino",0,1924
"8386","Sergio Merino Jarpa","masculino",1,1924
"8387","Fernando Maturana Erbetta","masculino",1,1925
"8388","Daniel Vergara","masculino",0,1926
"8389","Hernán Cereceda","masculino",0,1926
"8390","Adolfo Veloso","masculino",0,1927
"8391","Arturo Aylwin","masculino",0,1927
"8392","Enrique Montero Marx","masculino",0,1928
"8393","Mario Mosquera","masculino",0,1928
"8394","Alejandro Jiliberto Zepeda","masculino",1,1929
"8395","Gonzalo Figueroa Yáñez","masculino",0,1929
"8396","Orlando Cantuarias","masculino",1,1929
"8397","Paulino Varas","masculino",0,1930
"8398","Isaac Frenkel","masculino",0,1931
"8399","Santiago Benadava","masculino",0,1931
"8400","Silvio Rodríguez Villalobos","masculino",1,1931
"8401","Adolfo Ballas","masculino",1,1932
"8402","Carlos Cruz-Coke Ossa","masculino",0,1932
"8403","Manuel Feliú","masculino",0,1932
"8404","René Ramos Pazos","masculino",0,1932
"8405","Alberto Chaigneau","masculino",0,1933
"8406","Enrique Tapia Witting","masculino",0,1933
"8407","Luis Correa Bulo","masculino",0,1933
"8408","Manuel Valdés Valdés","masculino",0,1933
"8409","Arsenio  Poupin Oissel","masculino",1,1934
"8410","Luis Ortiz Quiroga","masculino",0,1934
"8411","Ricardo Claro","masculino",0,1934
"8412","Walter Riesco","masculino",0,1934
"8413","Camilo Salvo","masculino",1,1935
"8414","Hugo Zepeda Coll","masculino",1,1936
"8415","Iván Quintana","masculino",1,1936
"8416","Víctor Carmine Zúñiga","masculino",1,1936
"8417","Alejandro Solís","masculino",0,1937
"8418","Alfredo Ovalle","masculino",0,1937
"8419","Juan Eduardo King Caldichoury","masculino",0,1937
"8420","Rufo Ruiz-Esquide","masculino",0,1937
"8421","Domingo Claps Gallo","masculino",1,1938
"8422","Pedro Urra","masculino",0,1938
"8423","Eduardo Soto Kloss","masculino",0,1939
"8424","Enrique Cury","masculino",0,1939
"8425","Fernando Torres Silva","masculino",0,1939
"8426","Rubén Ballesteros","masculino",0,1939
"8427","Sergio Gaete","masculino",0,1939
"8428","Carlos Eugenio Jorquiera","masculino",0,1940
"8429","Eduardo Jara Roncati","masculino",0,1940
"8430","Hernán Hormazábal Malarée","masculino",0,1940
"8431","José Luis Cea Egaña","masculino",0,1940
"8432","Armando Arancibia","masculino",0,1941
"8433","Hernán Somerville","masculino",0,1941
"8434","Marcelo Padilla Minvielle","masculino",0,1941
"8435","Ricardo Sandoval","masculino",0,1941
"8436","Roberto Garretón","masculino",0,1941
"8437","Adolfo Rojas","masculino",0,1942
"8438","Daniel Peñailillo","masculino",0,1942
"8439","Aldo Bernucci","masculino",0,1943
"8440","Carlos Cerda Fernández","masculino",0,1943
"8441","Hernán Bosselin","masculino",1,1943
"8442","Héctor Carreño","masculino",0,1944
"8443","Hernán Felipe Errázuriz","masculino",0,1945
"8444","Carlos Künsemüller","masculino",0,1946
"8445","Hernán Vodanovic","masculino",0,1946
"8446","Jaime Franco","masculino",0,1946
"8447","Ricardo Hormazábal","masculino",1,1946
"8448","Luis Monge Sánchez","masculino",1,1948
"8449","Luis Montt Dubournais","masculino",1,1948
"8450","Marcelo Venegas Palacios","masculino",0,1948
"8451","Pablo Cabrera Gaete","masculino",0,1948
"8452","Gonzalo Yuseff Quirós","masculino",1,1950
"8453","Álvaro Sapag","masculino",1,1950
"8454","Mario Carroza","masculino",0,1951
"8455","Raúl Donckaster Fernández","masculino",1,1953
"8456","Cristián Letelier Aguilar","masculino",1,1954
"8457","Julio Bustamante Jeraldo","masculino",0,1954
"8458","Orlando Poblete","masculino",0,1955
"8459","Iván Aróstica","masculino",0,1957
"8460","Mario Burlé","masculino",1,1957
"8461","José Ignacio Vásquez","masculino",0,1960
"8462","Pablo Ruiz-Tagle","masculino",0,1960
"8463","Carlos Carmona Santander","masculino",0,1961
"8464","Felipe Cubillos","masculino",0,1962
"8465","Gonzalo Cornejo","masculino",1,1963
"8466","Mario Olavarría","masculino",1,1963
"8467","Patricio Rosende","masculino",1,1963
"8468","Gustavo Benavente","masculino",1,1966
"8469","Julio Salas Gutiérrez","masculino",1,1967
"8470","Enrique Vergara Vial","masculino",0,1968
"8471","Hector Ulloa Aguilera","masculino",1,1969
"8472","Christian Dulansky","masculino",1,1970
"8473","Marcos Ilabaca Cerda","masculino",1,1970
"8474","Alberto Etchegaray de la Cerda","masculino",1,1971
"8475","Juan José Arcos Srdanovic","masculino",1,1971
"8476","Rodolfo Carter","masculino",1,1971
"8477","Emiliano Arias","masculino",0,1972
"8478","Henry Leal","masculino",1,1972
"8479","Juan Manuel Fuenzalida","masculino",1,1973
"8480","David Morales","masculino",1,1974
"8481","Nelson Venegas","masculino",1,1974
"8482","Raúl Leiva Carvajal","masculino",1,1974
"8483","Agustín Romero Leiva","masculino",1,1975
"8484","Marcelo Chávez Velásquez","masculino",1,1975
"8485","Wladimir Román","masculino",1,1975
"8486","Francisco Moreno Guzmán","masculino",0,1976
"8487","Jaime Araya Guerrero","masculino",1,1976
"8488","Ricardo Sanzana","masculino",1,1976
"8489","Luis Cuello","masculino",1,1977
"8490","Rubén Malvoa","masculino",0,1977
"8491","Stephan Schubert","masculino",1,1977
"8492","Francisco Parraguez Leiva","masculino",0,1979
"8493","Nicolás Pavez Cuevas","masculino",1,1979
"8494","Rodrigo Pica Flores","masculino",0,1979
"8495","Rodrigo Yáñez Benítez","masculino",1,1979
"8496","Humberto Aqueveque","masculino",1,1980
"8497","Henry Campos","masculino",1,1982
"8498","Pablo Zenteno","masculino",1,1984
"8499","Javier Velasco Villegas","masculino",1,1985
"8500","Iván Sepúlveda Sepúlveda","masculino",1,1986
"8501","Álvaro Pillado","masculino",1,1986
"8502","Tomás De Rementería Venegas","masculino",1,1987
"8503","Luis Fernando Sánchez","masculino",1,1988
"8504","Venancio Coñuepan Mesias","masculino",1,1989
"8505","Arturo Fermandois","masculino",1,2000
"8506","Francisco Fernández Fredes","masculino",0,2000
"8507","Vicente Alberto Palacios","masculino",0,1872
"8508","Neandro Schilling Campos","masculino",0,1875
"8509","Luis Arturo Gardeweg Villegas","masculino",1,1897
"8510","Eliodoro Cereceda","masculino",0,1899
"8511","Guillermo Izquierdo","masculino",1,1902
"8512","Manuel Mandujano","masculino",0,1905
"8513","Juan Montedónico Nápoli","masculino",1,1910
"8514","Carlos Andrade Vera","masculino",1,1914
"8515","Alberto Jaramillo","masculino",0,1927
"8516","Gabriel Castillo Inzulza","masculino",0,1927
"8517","Carlos González Jaksic","masculino",1,1928
"8518","Baldemar Carrasco","masculino",1,1931
"8519","Mario Leyton Soto","masculino",0,1932
"8520","Arnoldo Hax","masculino",0,1936
"8521","Manuel Rodríguez Huenumán","masculino",1,1936
"8522","Renato Hevia","masculino",0,1936
"8523","Germán Miric Vega","masculino",1,1937
"8524","Julio Campos Ávila","masculino",1,1939
"8525","Juan Luis Rojas Aguilar","masculino",0,1948
"8526","Manuel Leonidas Guerrero Ceballos","masculino",0,1948
"8527","Alfonso Rene Chanfreau Oyarce","masculino",0,1950
"8528","Albano Fioraso Chau","masculino",0,1950
"8529","Mario Peña Solari","masculino",0,1950
"8530","Juan Carlos Castillo Boilet","masculino",1,1953
"8531","Felipeh Delfin","masculino",1,1958
"8532","Jose Joaquin Valenzuela Levi","masculino",0,1958
"8533","Marcelo Esteban Barrios Andrade","masculino",0,1967
"8534","Miguel Vargas Correa","masculino",1,1967
"8535","Miguel Valderrama Castillo","masculino",0,1971
"8536","Francisco Juan de la Carrera y Elguea","masculino",1,1656
"8537","José Martínez de Vergara y Varas","masculino",0,1680
"8538","Venancio Coñoepán","masculino",0,1701
"8539","José Miguel Martínez de Vergara y Carbonell","masculino",0,1718
"8540","José Antonio Pérez García","masculino",0,1726
"8541","Juan Antonio de Galleguillos y Godoy","masculino",0,1732
